method,doc_id,pred_field,best_gold_field,best_f1,own_f1,contaminated
cluster_kmeans,1131298,Pop,Int,0.3707865168539326,0.21428571428571427,False
cluster_kmeans,1131298,Int,Int,0.3707865168539326,0.3707865168539326,False
cluster_kmeans,1131298,Out,Int,0.8715953307392996,0.5822784810126582,True
cluster_kmeans,11317090,Pop,None,0.0,0.0,False
cluster_kmeans,11317090,Int,None,0.0,0.0,False
cluster_kmeans,11317090,Out,Int,0.3333333333333333,0.29508196721311475,False
cluster_kmeans,11381289,Pop,None,0.0,0.0,False
cluster_kmeans,11381289,Int,None,0.0,0.0,False
cluster_kmeans,11381289,Out,Int,1.0,0.47328244274809156,True
cluster_kmeans,11401641,Pop,Int,0.43410852713178294,0.20869565217391303,False
cluster_kmeans,11401641,Int,Int,0.43410852713178294,0.43410852713178294,False
cluster_kmeans,11401641,Out,Out,0.8688172043010752,0.8688172043010752,False
cluster_kmeans,11454878,Pop,Int,0.9205020920502092,0.5379746835443038,True
cluster_kmeans,11454878,Int,Int,0.9205020920502092,0.9205020920502092,False
cluster_kmeans,11454878,Out,Out,0.38743455497382195,0.38743455497382195,False
cluster_kmeans,11495215,Pop,None,0.0,0.0,False
cluster_kmeans,11495215,Int,None,0.0,0.0,False
cluster_kmeans,11495215,Out,Int,0.7759197324414716,0.6642857142857141,True
cluster_kmeans,11642083,Pop,Int,0.30985915492957744,0.208955223880597,False
cluster_kmeans,11642083,Int,Int,0.30985915492957744,0.30985915492957744,False
cluster_kmeans,11642083,Out,Out,0.8715953307392996,0.8715953307392996,False
cluster_kmeans,11737955,Pop,Out,0.13513513513513514,0.05,False
cluster_kmeans,11737955,Int,Out,0.13513513513513514,0.05172413793103448,False
cluster_kmeans,11737955,Out,Int,0.6624605678233438,0.45818181818181813,True
cluster_kmeans,11750293,Pop,Pop,0.5230769230769231,0.5230769230769231,False
cluster_kmeans,11750293,Int,Pop,0.5230769230769231,0.1509433962264151,True
cluster_kmeans,11750293,Out,None,0.0,0.0,False
cluster_kmeans,11829043,Pop,Int,0.76,0.6725663716814159,True
cluster_kmeans,11829043,Int,Int,0.76,0.76,False
cluster_kmeans,11829043,Out,Out,0.16574585635359115,0.16574585635359115,False
cluster_kmeans,11891832,Pop,Pop,1.0,1.0,False
cluster_kmeans,11891832,Int,Pop,1.0,0.6040268456375839,True
cluster_kmeans,11891832,Out,Int,0.7239263803680982,0.5870646766169154,True
cluster_kmeans,12139812,Pop,Int,0.8584070796460177,0.7035175879396984,True
cluster_kmeans,12139812,Int,Int,0.8584070796460177,0.8584070796460177,False
cluster_kmeans,12139812,Out,None,0.0,0.0,False
cluster_kmeans,12477021,Pop,None,0.0,0.0,False
cluster_kmeans,12477021,Int,None,0.0,0.0,False
cluster_kmeans,12477021,Out,Out,0.7904191616766467,0.7904191616766467,False
cluster_kmeans,12576806,Pop,Out,0.5766871165644172,0.27049180327868855,True
cluster_kmeans,12576806,Int,Out,0.5766871165644172,0.4765342960288809,True
cluster_kmeans,12576806,Out,Out,0.2794117647058823,0.2794117647058823,False
cluster_kmeans,12586799,Pop,Int,0.7400000000000001,0.5714285714285715,True
cluster_kmeans,12586799,Int,Int,0.7400000000000001,0.7400000000000001,False
cluster_kmeans,12586799,Out,Out,0.3515151515151515,0.3515151515151515,False
cluster_kmeans,12595499,Pop,None,0.0,0.0,False
cluster_kmeans,12595499,Int,None,0.0,0.0,False
cluster_kmeans,12595499,Out,Out,0.6486486486486487,0.6486486486486487,False
cluster_kmeans,12709693,Pop,Int,0.6814404432132964,0.2939068100358423,True
cluster_kmeans,12709693,Int,Int,0.6814404432132964,0.6814404432132964,False
cluster_kmeans,12709693,Out,Out,0.328042328042328,0.328042328042328,False
cluster_kmeans,1286547,Pop,Int,0.19607843137254902,0.07792207792207792,False
cluster_kmeans,1286547,Int,Int,0.19607843137254902,0.19607843137254902,False
cluster_kmeans,1286547,Out,Out,0.9322493224932249,0.9322493224932249,False
cluster_kmeans,12960652,Pop,Pop,0.5000000000000001,0.5000000000000001,False
cluster_kmeans,12960652,Int,Pop,0.5000000000000001,0.27631578947368424,True
cluster_kmeans,12960652,Out,Int,0.6778523489932886,0.6175438596491228,True
cluster_kmeans,1459268,Pop,Pop,0.7209302325581396,0.7209302325581396,False
cluster_kmeans,1459268,Int,Pop,0.7209302325581396,0.1904761904761905,True
cluster_kmeans,1459268,Out,Out,0.8263473053892215,0.8263473053892215,False
cluster_kmeans,14679127,Pop,Int,0.8686440677966102,0.616580310880829,True
cluster_kmeans,14679127,Int,Int,0.8686440677966102,0.8686440677966102,False
cluster_kmeans,14679127,Out,Out,0.10526315789473684,0.10526315789473684,False
cluster_kmeans,14739125,Pop,Pop,0.689655172413793,0.689655172413793,False
cluster_kmeans,14739125,Int,Pop,0.689655172413793,0.6344827586206897,True
cluster_kmeans,14739125,Out,Out,0.6537216828478964,0.6537216828478964,False
cluster_kmeans,14763035,Pop,None,0.0,0.0,False
cluster_kmeans,14763035,Int,None,0.0,0.0,False
cluster_kmeans,14763035,Out,Int,0.7801047120418848,0.7573333333333334,True
cluster_kmeans,15014018,Pop,Int,0.7572254335260116,0.5168539325842696,True
cluster_kmeans,15014018,Int,Int,0.7572254335260116,0.7572254335260116,False
cluster_kmeans,15014018,Out,None,0.0,0.0,False
cluster_kmeans,15133359,Pop,Int,0.676056338028169,0.3246753246753247,True
cluster_kmeans,15133359,Int,Int,0.676056338028169,0.676056338028169,False
cluster_kmeans,15133359,Out,Out,0.5495495495495496,0.5495495495495496,False
cluster_kmeans,15193668,Pop,None,0.0,0.0,False
cluster_kmeans,15193668,Int,None,0.0,0.0,False
cluster_kmeans,15193668,Out,None,0.0,0.0,False
cluster_kmeans,15358868,Pop,None,0.0,0.0,False
cluster_kmeans,15358868,Int,None,0.0,0.0,False
cluster_kmeans,15358868,Out,None,0.0,0.0,False
cluster_kmeans,15848261,Pop,None,0.0,0.0,False
cluster_kmeans,15848261,Int,None,0.0,0.0,False
cluster_kmeans,15848261,Out,Out,0.7188940092165897,0.7188940092165897,False
cluster_kmeans,15854186,Pop,Int,0.8397790055248618,0.6274509803921569,True
cluster_kmeans,15854186,Int,Int,0.8397790055248618,0.8397790055248618,False
cluster_kmeans,15854186,Out,None,0.0,0.0,False
cluster_kmeans,15858959,Pop,Int,0.9330543933054394,0.546031746031746,True
cluster_kmeans,15858959,Int,Int,0.9330543933054394,0.9330543933054394,False
cluster_kmeans,15858959,Out,Out,0.4031007751937985,0.4031007751937985,False
cluster_kmeans,16167234,Pop,Int,0.9201520912547528,0.8638497652582159,True
cluster_kmeans,16167234,Int,Int,0.9201520912547528,0.9201520912547528,False
cluster_kmeans,16167234,Out,Out,0.7119741100323624,0.7119741100323624,False
cluster_kmeans,16295154,Pop,None,0.0,0.0,False
cluster_kmeans,16295154,Int,None,0.0,0.0,False
cluster_kmeans,16295154,Out,None,0.0,0.0,False
cluster_kmeans,16427787,Pop,None,0.0,0.0,False
cluster_kmeans,16427787,Int,None,0.0,0.0,False
cluster_kmeans,16427787,Out,Out,0.7081339712918661,0.7081339712918661,False
cluster_kmeans,16505427,Pop,Int,0.9551020408163265,0.4875,True
cluster_kmeans,16505427,Int,Int,0.9551020408163265,0.9551020408163265,False
cluster_kmeans,16505427,Out,Out,0.7473309608540925,0.7473309608540925,False
cluster_kmeans,1669598,Pop,Int,1.0,0.5810810810810811,True
cluster_kmeans,1669598,Int,Int,1.0,1.0,False
cluster_kmeans,1669598,Out,Out,0.8424657534246576,0.8424657534246576,False
cluster_kmeans,17293018,Pop,Pop,0.9420289855072463,0.9420289855072463,False
cluster_kmeans,17293018,Int,Pop,0.9420289855072463,0.8742514970059879,True
cluster_kmeans,17293018,Out,Int,0.3652173913043478,0.27956989247311825,False
cluster_kmeans,17321989,Pop,Pop,0.6332288401253918,0.6332288401253918,False
cluster_kmeans,17321989,Int,Pop,0.6332288401253918,0.5844155844155845,True
cluster_kmeans,17321989,Out,Out,0.18018018018018017,0.18018018018018017,False
cluster_kmeans,17616069,Pop,Int,0.7739463601532567,0.5777777777777777,True
cluster_kmeans,17616069,Int,Int,0.7739463601532567,0.7739463601532567,False
cluster_kmeans,17616069,Out,Out,0.2875816993464052,0.2875816993464052,False
cluster_kmeans,1780092,Pop,Out,0.8018018018018018,0.38571428571428573,True
cluster_kmeans,1780092,Int,Out,0.8018018018018018,0.6783625730994153,True
cluster_kmeans,1780092,Out,None,0.0,0.0,False
cluster_kmeans,17897478,Pop,Out,0.7129337539432178,0.5462962962962963,True
cluster_kmeans,17897478,Int,Out,0.7129337539432178,0.5830258302583026,True
cluster_kmeans,17897478,Out,Int,0.6728110599078342,0.6083650190114068,True
cluster_kmeans,18077611,Pop,Out,0.7386091127098323,0.37551020408163266,True
cluster_kmeans,18077611,Int,Out,0.7386091127098323,0.7067137809187279,True
cluster_kmeans,18077611,Out,Out,0.5142857142857142,0.5142857142857142,False
cluster_kmeans,18189160,Pop,Int,0.9074074074074074,0.3898916967509025,True
cluster_kmeans,18189160,Int,Int,0.9074074074074074,0.9074074074074074,False
cluster_kmeans,18189160,Out,Out,0.4393063583815029,0.4393063583815029,False
cluster_kmeans,18229990,Pop,None,0.0,0.0,False
cluster_kmeans,18229990,Int,None,0.0,0.0,False
cluster_kmeans,18229990,Out,None,0.0,0.0,False
cluster_kmeans,18337284,Pop,Int,0.8387096774193548,0.5581395348837209,True
cluster_kmeans,18337284,Int,Int,0.8387096774193548,0.8387096774193548,False
cluster_kmeans,18337284,Out,Out,0.16,0.16,False
cluster_kmeans,18503531,Pop,None,0.0,0.0,False
cluster_kmeans,18503531,Int,None,0.0,0.0,False
cluster_kmeans,18503531,Out,None,0.0,0.0,False
cluster_kmeans,18544974,Pop,None,0.0,0.0,False
cluster_kmeans,18544974,Int,None,0.0,0.0,False
cluster_kmeans,18544974,Out,Out,0.7578947368421052,0.7578947368421052,False
cluster_kmeans,18773733,Pop,None,0.0,0.0,False
cluster_kmeans,18773733,Int,None,0.0,0.0,False
cluster_kmeans,18773733,Out,None,0.0,0.0,False
cluster_kmeans,18783504,Pop,Int,0.33663366336633666,0.1724137931034483,False
cluster_kmeans,18783504,Int,Int,0.33663366336633666,0.33663366336633666,False
cluster_kmeans,18783504,Out,Int,0.5,0.425531914893617,True
cluster_kmeans,18845996,Pop,Out,0.8086124401913876,0.5933333333333334,True
cluster_kmeans,18845996,Int,Out,0.8086124401913876,0.7838616714697406,True
cluster_kmeans,18845996,Out,None,0.0,0.0,False
cluster_kmeans,18958161,Pop,None,0.0,0.0,False
cluster_kmeans,18958161,Int,None,0.0,0.0,False
cluster_kmeans,18958161,Out,None,0.0,0.0,False
cluster_kmeans,18975051,Pop,Out,0.7294117647058823,0.011299435028248588,True
cluster_kmeans,18975051,Int,Out,0.7294117647058823,0.44036697247706424,True
cluster_kmeans,18975051,Out,Out,0.44036697247706424,0.44036697247706424,False
cluster_kmeans,19096921,Pop,Int,0.2077922077922078,0.09090909090909091,False
cluster_kmeans,19096921,Int,Int,0.2077922077922078,0.2077922077922078,False
cluster_kmeans,19096921,Out,None,0.0,0.0,False
cluster_kmeans,19108790,Pop,Out,0.9104704097116844,0.4669421487603306,True
cluster_kmeans,19108790,Int,Out,0.9104704097116844,0.8594507269789984,True
cluster_kmeans,19108790,Out,Pop,0.21839080459770116,0.1547277936962751,False
cluster_kmeans,19159999,Pop,Out,0.8592592592592593,0.5233644859813085,True
cluster_kmeans,19159999,Int,Out,0.8592592592592593,0.7003891050583657,True
cluster_kmeans,19159999,Out,Int,0.4274809160305344,0.20833333333333337,False
cluster_kmeans,19301724,Pop,Int,0.7446808510638299,0.4622222222222222,True
cluster_kmeans,19301724,Int,Int,0.7446808510638299,0.7446808510638299,False
cluster_kmeans,19301724,Out,Out,0.5684210526315789,0.5684210526315789,False
cluster_kmeans,19376304,Pop,Int,0.8660714285714286,0.15384615384615385,True
cluster_kmeans,19376304,Int,Int,0.8660714285714286,0.8660714285714286,False
cluster_kmeans,19376304,Out,Pop,0.6779661016949153,0.4313725490196078,True
cluster_kmeans,1968178,Pop,None,0.0,0.0,False
cluster_kmeans,1968178,Int,None,0.0,0.0,False
cluster_kmeans,1968178,Out,Out,1.0,1.0,False
cluster_kmeans,19708562,Pop,Int,0.8955223880597014,0.5490196078431372,True
cluster_kmeans,19708562,Int,Int,0.8955223880597014,0.8955223880597014,False
cluster_kmeans,19708562,Out,Out,0.6666666666666666,0.6666666666666666,False
cluster_kmeans,19727232,Pop,None,0.0,0.0,False
cluster_kmeans,19727232,Int,None,0.0,0.0,False
cluster_kmeans,19727232,Out,None,0.0,0.0,False
cluster_kmeans,19802506,Pop,Pop,0.608,0.608,False
cluster_kmeans,19802506,Int,Pop,0.608,0.4492753623188406,True
cluster_kmeans,19802506,Out,Out,0.8794326241134751,0.8794326241134751,False
cluster_kmeans,20147856,Pop,Int,0.8208955223880596,0.6778242677824267,True
cluster_kmeans,20147856,Int,Int,0.8208955223880596,0.8208955223880596,False
cluster_kmeans,20147856,Out,Out,0.317948717948718,0.317948717948718,False
cluster_kmeans,20189026,Pop,Out,0.39183673469387753,0.25149700598802394,False
cluster_kmeans,20189026,Int,Out,0.39183673469387753,0.22996515679442506,False
cluster_kmeans,20189026,Out,Out,0.6068965517241378,0.6068965517241378,False
cluster_kmeans,20226474,Pop,Int,0.6149253731343283,0.3398058252427184,True
cluster_kmeans,20226474,Int,Int,0.6149253731343283,0.6149253731343283,False
cluster_kmeans,20226474,Out,None,0.0,0.0,False
cluster_kmeans,20509069,Pop,Out,0.7931034482758621,0.24460431654676262,True
cluster_kmeans,20509069,Int,Out,0.7931034482758621,0.537142857142857,True
cluster_kmeans,20509069,Out,None,0.0,0.0,False
cluster_kmeans,20560622,Pop,None,0.0,0.0,False
cluster_kmeans,20560622,Int,None,0.0,0.0,False
cluster_kmeans,20560622,Out,Out,0.8290155440414507,0.8290155440414507,False
cluster_kmeans,20618920,Pop,Out,0.12765957446808512,0.1176470588235294,False
cluster_kmeans,20618920,Int,Out,0.12765957446808512,0.07317073170731707,False
cluster_kmeans,20618920,Out,Pop,0.5882352941176471,0.1728395061728395,True
cluster_kmeans,2066441,Pop,Int,0.754863813229572,0.43589743589743585,True
cluster_kmeans,2066441,Int,Int,0.754863813229572,0.754863813229572,False
cluster_kmeans,2066441,Out,Out,1.0,1.0,False
cluster_kmeans,20739054,Pop,Int,0.7864506627393224,0.4151898734177215,True
cluster_kmeans,20739054,Int,Int,0.7864506627393224,0.7864506627393224,False
cluster_kmeans,20739054,Out,Out,0.46363636363636357,0.46363636363636357,False
cluster_kmeans,20804366,Pop,None,0.0,0.0,False
cluster_kmeans,20804366,Int,None,0.0,0.0,False
cluster_kmeans,20804366,Out,None,0.0,0.0,False
cluster_kmeans,2088233,Pop,Out,0.8698630136986302,0.6363636363636364,True
cluster_kmeans,2088233,Int,Out,0.8698630136986302,0.6363636363636364,True
cluster_kmeans,2088233,Out,None,0.0,0.0,False
cluster_kmeans,20943715,Pop,None,0.0,0.0,False
cluster_kmeans,20943715,Int,None,0.0,0.0,False
cluster_kmeans,20943715,Out,None,0.0,0.0,False
cluster_kmeans,21029638,Pop,None,0.0,0.0,False
cluster_kmeans,21029638,Int,None,0.0,0.0,False
cluster_kmeans,21029638,Out,Pop,0.14285714285714288,0.11538461538461538,False
cluster_kmeans,21106663,Pop,None,0.0,0.0,False
cluster_kmeans,21106663,Int,None,0.0,0.0,False
cluster_kmeans,21106663,Out,None,0.0,0.0,False
cluster_kmeans,21170734,Pop,Pop,0.14457831325301204,0.14457831325301204,False
cluster_kmeans,21170734,Int,Pop,0.14457831325301204,0.12307692307692307,False
cluster_kmeans,21170734,Out,Pop,0.5714285714285715,0.0,True
cluster_kmeans,21211686,Pop,None,0.0,0.0,False
cluster_kmeans,21211686,Int,None,0.0,0.0,False
cluster_kmeans,21211686,Out,Out,0.8490878938640132,0.8490878938640132,False
cluster_kmeans,21393467,Pop,None,0.0,0.0,False
cluster_kmeans,21393467,Int,None,0.0,0.0,False
cluster_kmeans,21393467,Out,Out,0.30303030303030304,0.30303030303030304,False
cluster_kmeans,21491990,Pop,Out,0.6881720430107527,0.2926829268292683,True
cluster_kmeans,21491990,Int,Out,0.6881720430107527,0.5701754385964912,True
cluster_kmeans,21491990,Out,Int,0.358974358974359,0.28571428571428575,False
cluster_kmeans,21669557,Pop,None,0.0,0.0,False
cluster_kmeans,21669557,Int,None,0.0,0.0,False
cluster_kmeans,21669557,Out,Int,0.5063291139240507,0.44787644787644787,True
cluster_kmeans,21718094,Pop,None,0.0,0.0,False
cluster_kmeans,21718094,Int,None,0.0,0.0,False
cluster_kmeans,21718094,Out,Out,0.8154269972451791,0.8154269972451791,False
cluster_kmeans,21866656,Pop,Int,0.6848484848484848,0.46643109540636046,True
cluster_kmeans,21866656,Int,Int,0.6848484848484848,0.6848484848484848,False
cluster_kmeans,21866656,Out,Out,0.6478260869565218,0.6478260869565218,False
cluster_kmeans,2188766,Pop,Pop,0.5401459854014599,0.5401459854014599,False
cluster_kmeans,2188766,Int,Pop,0.5401459854014599,0.4352941176470588,True
cluster_kmeans,2188766,Out,Int,0.8559670781893003,0.8054298642533937,True
cluster_kmeans,21896676,Pop,None,0.0,0.0,False
cluster_kmeans,21896676,Int,None,0.0,0.0,False
cluster_kmeans,21896676,Out,None,0.0,0.0,False
cluster_kmeans,21914768,Pop,None,0.0,0.0,False
cluster_kmeans,21914768,Int,None,0.0,0.0,False
cluster_kmeans,21914768,Out,None,0.0,0.0,False
cluster_kmeans,21924760,Pop,Out,0.25806451612903225,0.2222222222222222,False
cluster_kmeans,21924760,Int,Out,0.25806451612903225,0.22641509433962267,False
cluster_kmeans,21924760,Out,Int,0.5492957746478873,0.4797047970479705,True
cluster_kmeans,21975269,Pop,None,0.0,0.0,False
cluster_kmeans,21975269,Int,None,0.0,0.0,False
cluster_kmeans,21975269,Out,Int,0.5081967213114754,0.1826923076923077,True
cluster_kmeans,21982657,Pop,Pop,0.6440677966101694,0.6440677966101694,False
cluster_kmeans,21982657,Int,Pop,0.6440677966101694,0.56,True
cluster_kmeans,21982657,Out,Int,0.5935483870967742,0.5461847389558233,True
cluster_kmeans,22154769,Pop,Int,0.6271186440677966,0.47290640394088673,True
cluster_kmeans,22154769,Int,Int,0.6271186440677966,0.6271186440677966,False
cluster_kmeans,22154769,Out,Out,0.2901554404145078,0.2901554404145078,False
cluster_kmeans,2223363,Pop,Int,1.0,0.7216494845360826,True
cluster_kmeans,2223363,Int,Int,1.0,1.0,False
cluster_kmeans,2223363,Out,Out,0.8708133971291866,0.8708133971291866,False
cluster_kmeans,2224060,Pop,Int,0.8903654485049834,0.6256410256410255,True
cluster_kmeans,2224060,Int,Int,0.8903654485049834,0.8903654485049834,False
cluster_kmeans,2224060,Out,None,0.0,0.0,False
cluster_kmeans,22271197,Pop,None,0.0,0.0,False
cluster_kmeans,22271197,Int,None,0.0,0.0,False
cluster_kmeans,22271197,Out,Int,0.1702127659574468,0.1702127659574468,False
cluster_kmeans,22341427,Pop,None,0.0,0.0,False
cluster_kmeans,22341427,Int,None,0.0,0.0,False
cluster_kmeans,22341427,Out,Out,0.5236593059936908,0.5236593059936908,False
cluster_kmeans,22416755,Pop,None,0.0,0.0,False
cluster_kmeans,22416755,Int,None,0.0,0.0,False
cluster_kmeans,22416755,Out,Out,0.08695652173913045,0.08695652173913045,False
cluster_kmeans,22420121,Pop,None,0.0,0.0,False
cluster_kmeans,22420121,Int,None,0.0,0.0,False
cluster_kmeans,22420121,Out,None,0.0,0.0,False
cluster_kmeans,22435114,Pop,None,0.0,0.0,False
cluster_kmeans,22435114,Int,None,0.0,0.0,False
cluster_kmeans,22435114,Out,None,0.0,0.0,False
cluster_kmeans,22538329,Pop,Pop,0.45544554455445546,0.45544554455445546,False
cluster_kmeans,22538329,Int,Pop,0.45544554455445546,0.18823529411764706,False
cluster_kmeans,22538329,Out,Out,0.5706806282722513,0.5706806282722513,False
cluster_kmeans,22646975,Pop,Out,0.29411764705882354,0.20689655172413793,False
cluster_kmeans,22646975,Int,Out,0.29411764705882354,0.14583333333333334,False
cluster_kmeans,22646975,Out,None,0.0,0.0,False
cluster_kmeans,22744141,Pop,None,0.0,0.0,False
cluster_kmeans,22744141,Int,None,0.0,0.0,False
cluster_kmeans,22744141,Out,None,0.0,0.0,False
cluster_kmeans,22865017,Pop,None,0.0,0.0,False
cluster_kmeans,22865017,Int,None,0.0,0.0,False
cluster_kmeans,22865017,Out,Out,0.3488372093023256,0.3488372093023256,False
cluster_kmeans,22881991,Pop,None,0.0,0.0,False
cluster_kmeans,22881991,Int,None,0.0,0.0,False
cluster_kmeans,22881991,Out,None,0.0,0.0,False
cluster_kmeans,22897461,Pop,None,0.0,0.0,False
cluster_kmeans,22897461,Int,None,0.0,0.0,False
cluster_kmeans,22897461,Out,Pop,0.6341463414634146,0.5604113110539846,True
cluster_kmeans,22956006,Pop,Int,0.9666666666666666,0.6945337620578779,True
cluster_kmeans,22956006,Int,Int,0.9666666666666666,0.9666666666666666,False
cluster_kmeans,22956006,Out,Out,0.2948717948717949,0.2948717948717949,False
cluster_kmeans,23021296,Pop,None,0.0,0.0,False
cluster_kmeans,23021296,Int,None,0.0,0.0,False
cluster_kmeans,23021296,Out,None,0.0,0.0,False
cluster_kmeans,23103798,Pop,Int,0.6446280991735537,0.18784530386740328,True
cluster_kmeans,23103798,Int,Int,0.6446280991735537,0.6446280991735537,False
cluster_kmeans,23103798,Out,Out,0.5604395604395604,0.5604395604395604,False
cluster_kmeans,23114870,Pop,Out,0.5625,0.29714285714285715,True
cluster_kmeans,23114870,Int,Out,0.5625,0.5551601423487544,True
cluster_kmeans,23114870,Out,Out,0.729591836734694,0.729591836734694,False
cluster_kmeans,23356250,Pop,Out,0.38399999999999995,0.1875,False
cluster_kmeans,23356250,Int,Out,0.38399999999999995,0.3316062176165803,False
cluster_kmeans,23356250,Out,Int,0.5446009389671361,0.31724137931034485,True
cluster_kmeans,23357440,Pop,None,0.0,0.0,False
cluster_kmeans,23357440,Int,None,0.0,0.0,False
cluster_kmeans,23357440,Out,None,0.0,0.0,False
cluster_kmeans,23392542,Pop,Pop,0.3759398496240602,0.3759398496240602,False
cluster_kmeans,23392542,Int,Pop,0.3759398496240602,0.3144654088050315,False
cluster_kmeans,23392542,Out,Out,0.9476190476190477,0.9476190476190477,False
cluster_kmeans,23417625,Pop,None,0.0,0.0,False
cluster_kmeans,23417625,Int,None,0.0,0.0,False
cluster_kmeans,23417625,Out,None,0.0,0.0,False
cluster_kmeans,23549581,Pop,Int,0.7905982905982906,0.48557692307692313,True
cluster_kmeans,23549581,Int,Int,0.7905982905982906,0.7905982905982906,False
cluster_kmeans,23549581,Out,None,0.0,0.0,False
cluster_kmeans,23838728,Pop,None,0.0,0.0,False
cluster_kmeans,23838728,Int,None,0.0,0.0,False
cluster_kmeans,23838728,Out,None,0.0,0.0,False
cluster_kmeans,23849147,Pop,None,0.0,0.0,False
cluster_kmeans,23849147,Int,None,0.0,0.0,False
cluster_kmeans,23849147,Out,None,0.0,0.0,False
cluster_kmeans,23985254,Pop,Int,0.8421052631578947,0.8285714285714285,True
cluster_kmeans,23985254,Int,Int,0.8421052631578947,0.8421052631578947,False
cluster_kmeans,23985254,Out,Out,0.7514231499051233,0.7514231499051233,False
cluster_kmeans,24075141,Pop,None,0.0,0.0,False
cluster_kmeans,24075141,Int,None,0.0,0.0,False
cluster_kmeans,24075141,Out,Pop,0.2,0.10204081632653063,False
cluster_kmeans,24080592,Pop,None,0.0,0.0,False
cluster_kmeans,24080592,Int,None,0.0,0.0,False
cluster_kmeans,24080592,Out,Int,0.8045977011494253,0.72782874617737,True
cluster_kmeans,24317958,Pop,Int,0.7335243553008596,0.2248995983935743,True
cluster_kmeans,24317958,Int,Int,0.7335243553008596,0.7335243553008596,False
cluster_kmeans,24317958,Out,None,0.0,0.0,False
cluster_kmeans,24350813,Pop,Pop,0.5298013245033114,0.5298013245033114,False
cluster_kmeans,24350813,Int,Pop,0.5298013245033114,0.4530386740331491,True
cluster_kmeans,24350813,Out,Out,0.6547085201793722,0.6547085201793722,False
cluster_kmeans,24451919,Pop,Int,0.3064516129032258,0.13513513513513514,False
cluster_kmeans,24451919,Int,Int,0.3064516129032258,0.3064516129032258,False
cluster_kmeans,24451919,Out,Out,0.8592592592592593,0.8592592592592593,False
cluster_kmeans,24515505,Pop,None,0.0,0.0,False
cluster_kmeans,24515505,Int,None,0.0,0.0,False
cluster_kmeans,24515505,Out,None,0.0,0.0,False
cluster_kmeans,24726342,Pop,None,0.0,0.0,False
cluster_kmeans,24726342,Int,None,0.0,0.0,False
cluster_kmeans,24726342,Out,Out,0.7713498622589532,0.7713498622589532,False
cluster_kmeans,24803369,Pop,None,0.0,0.0,False
cluster_kmeans,24803369,Int,None,0.0,0.0,False
cluster_kmeans,24803369,Out,None,0.0,0.0,False
cluster_kmeans,24960665,Pop,None,0.0,0.0,False
cluster_kmeans,24960665,Int,None,0.0,0.0,False
cluster_kmeans,24960665,Out,Int,0.7251461988304093,0.34980988593155893,True
cluster_kmeans,24989854,Pop,None,0.0,0.0,False
