method,doc_id,field,gold,pred,gold_present,pred_present,exact_match,token_precision,token_recall,token_f1,relaxed_match,hallucination_fraction,hallucinated,overlap_token_count,gold_token_count,pred_token_count,abstract_token_count,sentence_count,verbatim_match_rate,extractiveness_rate,error_type
cluster_kmeans,24726342,Pop,"Assessment of acute bronchodilator effects from specific airway resistance changes in stable COPD patients . ; BACKGROUND In COPD patients , reversibility is currently evaluated from the changes of forced expiratory volume at 1s ( ΔFEV1 ) and forced vital capacity ( ΔFVC ) . ; METHODS On two days , 60 COPD patients underwent dyspnea evaluation ( VAS score ) and pulmonary function testing at baseline and one hour after placebo or 300μg indacaterol administration .",null,True,False,False,0.0,0.0,0.0,False,,False,0,65,0,223,9,,,Missing field
cluster_kmeans,24726342,Int,"METHODS On two days , 60 COPD patients underwent dyspnea evaluation ( VAS score ) and pulmonary function testing at baseline and one hour after placebo or 300μg indacaterol administration .",null,True,False,False,0.0,0.0,0.0,False,,False,0,28,0,223,9,,,Missing field
cluster_kmeans,24726342,Out,"Hence , we hypothesize that specific airway resistance changes ( ΔsRAW ) should better characterize the acute response to bronchodilators . ; METHODS On two days , 60 COPD patients underwent dyspnea evaluation ( VAS score ) and pulmonary function testing at baseline and one hour after placebo or 300μg indacaterol administration . ; RESULTS Spirographic and ΔsRAW-based criteria identified as responders 24 and 45 patients , respectively . ; ΔsRAW correlated with changes of intrathoracic gas volume ( ΔITGV ) ( r=0.61 ; p < 0.001 ) , residual volume ( ΔRV ) ( r=0.60 ; p < 0.001 ) , ΔFVC ( r=0.44 ; p=0.001 ) , and ΔVAS ( r=0.73 ; p < 0.001 ) , while ΔFEV1 correlated only with ΔFVC ( r=0.34 ; p=0.008 ) . ; CONCLUSIONS In assessing the acute functional effect of bronchodilators , ΔsRAW-based criterion is preferable to FEV1-FVC-based criteria , being more closely related to bronchodilator-induced improvements of lung mechanics and dyspnea at rest .","Assessment of acute bronchodilator effects from specific airway resistance changes in stable COPD patients . ; BACKGROUND In COPD patients , reversibility is currently evaluated from the changes of forced expiratory volume at 1s ( ΔFEV1 ) and forced vital capacity ( ΔFVC ) . ; By lowering peripheral airway smooth muscle tone , bronchodilators should decrease dynamic hyperinflation , gas trapping , and possibly dyspnea at rest . ; Hence , we hypothesize that specific airway resistance changes ( ΔsRAW ) should better characterize the acute response to bronchodilators . ; METHODS On two days , 60 COPD patients underwent dyspnea evaluation ( VAS score ) and pulmonary function testing at baseline and one hour after placebo or 300μg indacaterol administration . ; RESULTS Spirographic and ΔsRAW-based criteria identified as responders 24 and 45 patients , respectively . ; ΔsRAW correlated with changes of intrathoracic gas volume ( ΔITGV ) ( r=0.61 ; p < 0.001 ) , residual volume ( ΔRV ) ( r=0.60 ; p < 0.001 ) , ΔFVC ( r=0.44 ; p=0.001 ) , and ΔVAS ( r=0.73 ; p < 0.001 ) , while ΔFEV1 correlated only with ΔFVC ( r=0.34 ; p=0.008 ) . ; Significant differences in terms of ΔITGV ( p=0.002 ) , ΔRV ( p=0.023 ) , and ΔVAS ( p < 0.001 ) occurred only if patients were stratified according to ΔsRAW . ; CONCLUSIONS In assessing the acute functional effect of bronchodilators , ΔsRAW-based criterion is preferable to FEV1-FVC-based criteria , being more closely related to bronchodilator-induced improvements of lung mechanics and dyspnea at rest .",True,True,False,0.6278026905829597,1.0,0.7713498622589532,True,0.0,False,140,140,223,223,9,1.0,1.0,Partial hit
cluster_kmeans,24803369,Pop,"Youth with autism spectrum disorder comprehend lexicalized and novel primary conceptual metaphors . ; Individuals with autism spectrum disorder ( ASD ) have difficulty comprehending metaphors . ; We investigated whether 13 participants with ASD ( age 7 ; 03-22 ; 03 ) and 13 age-matched typically developing ( TD ) controls could comprehend lexicalized conceptual metaphors ( e.g. ; Individuals with ASD performed at greater than chance levels on both metaphor types , although their performance was lower than TD participants .",null,True,False,False,0.0,0.0,0.0,False,,False,0,68,0,125,9,,,Missing field
cluster_kmeans,24803369,Int,"Youth with autism spectrum disorder comprehend lexicalized and novel primary conceptual metaphors . ; Individuals with autism spectrum disorder ( ASD ) have difficulty comprehending metaphors . ; However , no study to date has examined whether or not they understand conceptual metaphors ( i.e . ; We investigated whether 13 participants with ASD ( age 7 ; 03-22 ; 03 ) and 13 age-matched typically developing ( TD ) controls could comprehend lexicalized conceptual metaphors ( e.g. ; Individuals with ASD performed at greater than chance levels on both metaphor types , although their performance was lower than TD participants .",null,True,False,False,0.0,0.0,0.0,False,,False,0,84,0,125,9,,,Missing field
cluster_kmeans,24803369,Out,"Individuals with autism spectrum disorder ( ASD ) have difficulty comprehending metaphors . ; However , no study to date has examined whether or not they understand conceptual metaphors ( i.e . ; We investigated whether 13 participants with ASD ( age 7 ; 03-22 ; 03 ) and 13 age-matched typically developing ( TD ) controls could comprehend lexicalized conceptual metaphors ( e.g. ; , Susan is a warm person ) and novel ones ( e.g. ; Individuals with ASD performed at greater than chance levels on both metaphor types , although their performance was lower than TD participants .",null,True,False,False,0.0,0.0,0.0,False,,False,0,82,0,125,9,,,Missing field
cluster_kmeans,24960665,Pop,Paternal RHD zygosity determination in Tunisians : evaluation of three molecular tests . ; MATERIALS AND METHODS RHD zygosity was evaluated in 370 RH:1 Tunisian donors by polymerase chain reaction - sequence-specific polymorphism ( PCR-SSP ) analysis and polymerase chain reaction - restriction fragment length polymorphism ( PCR-RFLP ) amplification of hybrid Rhesus box and by real time quantitative polymerase chain reaction ( RQ-PCR ) specific for RHD exon 5 . ; RESULTS Molecular investigations revealed that our 370 donors comprise 193 dizygous and 145 hemizygous individuals and 32 subjects whose zygosity remains unknown .,null,True,False,False,0.0,0.0,0.0,False,,False,0,82,0,243,10,,,Missing field
cluster_kmeans,24960665,Int,"BACKGROUND The choice of a molecular test for first intention determination of paternal RHD zygosity , before entering into invasive diagnostics , is important for the management of pregnancies at risk of haemolytic disease of the foetus and newborn related to anti-RhD . ; MATERIALS AND METHODS RHD zygosity was evaluated in 370 RH:1 Tunisian donors by polymerase chain reaction - sequence-specific polymorphism ( PCR-SSP ) analysis and polymerase chain reaction - restriction fragment length polymorphism ( PCR-RFLP ) amplification of hybrid Rhesus box and by real time quantitative polymerase chain reaction ( RQ-PCR ) specific for RHD exon 5 . ; DISCUSSION RQ-PCR is the most convenient method for first intention determination of paternal RHD zygosity in Tunisians . ; However , taking into account positive and negative predictive values , PCR-RFLP could be an alternative despite the heterogeneity of Rhesus boxes and the complexity of RHD .",null,True,False,False,0.0,0.0,0.0,False,,False,0,131,0,243,10,,,Missing field
cluster_kmeans,24960665,Out,"Positive predictive values were higher than 99 % for all the methods , reaching 100 % for RQ-PCR . ; Negative predictive values were 83.24 % , 87.27 % and 98 % for PCR-SSP , PCR-RFLP and RQ-PCR respectively . ; This study also revealed 19 novel Rhesus box polymorphisms and three novel RHD alleles : RHD ( Trp185Stop ) , RHD ( Ala176Thr ) and RHD ( Ile342Ile ) .","Paternal RHD zygosity determination in Tunisians : evaluation of three molecular tests . ; BACKGROUND The choice of a molecular test for first intention determination of paternal RHD zygosity , before entering into invasive diagnostics , is important for the management of pregnancies at risk of haemolytic disease of the foetus and newborn related to anti-RhD . ; MATERIALS AND METHODS RHD zygosity was evaluated in 370 RH:1 Tunisian donors by polymerase chain reaction - sequence-specific polymorphism ( PCR-SSP ) analysis and polymerase chain reaction - restriction fragment length polymorphism ( PCR-RFLP ) amplification of hybrid Rhesus box and by real time quantitative polymerase chain reaction ( RQ-PCR ) specific for RHD exon 5 . ; To evaluate the accuracy of molecular tests in the cases of discordant results , the ten exons of RHD and Rhesus boxes were amplified by PCR and sequenced . ; RESULTS Molecular investigations revealed that our 370 donors comprise 193 dizygous and 145 hemizygous individuals and 32 subjects whose zygosity remains unknown . ; Negative predictive values were 83.24 % , 87.27 % and 98 % for PCR-SSP , PCR-RFLP and RQ-PCR respectively . ; This study also revealed 19 novel Rhesus box polymorphisms and three novel RHD alleles : RHD ( Trp185Stop ) , RHD ( Ala176Thr ) and RHD ( Ile342Ile ) . ; However , taking into account positive and negative predictive values , PCR-RFLP could be an alternative despite the heterogeneity of Rhesus boxes and the complexity of RHD .",True,True,False,0.21800947867298578,0.8846153846153846,0.34980988593155893,False,0.0,False,46,52,211,243,10,1.0,1.0,Wrong field / low overlap
cluster_kmeans,24989854,Pop,"A randomized controlled study of a social skills training for preadolescent children with autism spectrum disorders : generalization of skills by training parents and teachers ? ; BACKGROUND Social skills training ( SST ) is a common intervention for children with autism spectrum disorders ( ASDs ) to improve their social and communication skills . ; Despite the fact that SSTs are often applied in clinical practice , the evidence for the effectiveness of these trainings for children with ASD is inconclusive . ; METHOD/DESIGN In a randomized controlled trial ( RCT ) with three conditions , 120 participants with ASD at the end of primary school ( 10-12 years of calendar age ) have been randomized to SST , SST-PTI ( SST with Parent & Teacher Involvement ) , or care-as-usual . ; DISCUSSION The current study is an RCT study evaluating SST in a large sample of Dutch children with ASD in a specific age range ( 10-12 years ) .",null,True,False,False,0.0,0.0,0.0,False,,False,0,138,0,355,16,,,Missing field
cluster_kmeans,24989854,Int,"A randomized controlled study of a social skills training for preadolescent children with autism spectrum disorders : generalization of skills by training parents and teachers ? ; BACKGROUND Social skills training ( SST ) is a common intervention for children with autism spectrum disorders ( ASDs ) to improve their social and communication skills . ; Despite the fact that SSTs are often applied in clinical practice , the evidence for the effectiveness of these trainings for children with ASD is inconclusive . ; Additionally , there is no research on the influence of involvement of parents and teachers on effectiveness of SST and on the generalization of learned social skills to daily life . ; We expect parent and teacher involvement in SST to enhance treatment efficacy and to facilitate generalization of learned skills to daily life . ; METHOD/DESIGN In a randomized controlled trial ( RCT ) with three conditions , 120 participants with ASD at the end of primary school ( 10-12 years of calendar age ) have been randomized to SST , SST-PTI ( SST with Parent & Teacher Involvement ) , or care-as-usual . ; The SST consists of 18 group sessions of 1.5 hours for the children . ; In the SST-PTI condition , parents additionally participate in 8 parent sessions and parents and teachers are actively involved in homework assignments . ; Secondary outcomes focus on specific social skills children learn during SST and on more general social skills pertaining to home and community settings from a multi-informant perspective . ; DISCUSSION The current study is an RCT study evaluating SST in a large sample of Dutch children with ASD in a specific age range ( 10-12 years ) .",null,True,False,False,0.0,0.0,0.0,False,,False,0,251,0,355,16,,,Missing field
cluster_kmeans,24989854,Out,"Primary outcome is socialization , as an aspect of adaptive functioning . ; Secondary outcomes focus on specific social skills children learn during SST and on more general social skills pertaining to home and community settings from a multi-informant perspective .",null,True,False,False,0.0,0.0,0.0,False,,False,0,37,0,355,16,,,Missing field
cluster_kmeans,25068497,Pop,"Safety and preliminary immunogenicity of Cuban pneumococcal conjugate vaccine candidate in healthy children : a randomized phase I clinical trial . ; In the present study , we investigated the safety and explored the immunogenicity of PCV7-TT during a controlled , randomized and double blind clinical trial phase I in 4-5-year-old children .","Safety and preliminary immunogenicity of Cuban pneumococcal conjugate vaccine candidate in healthy children : a randomized phase I clinical trial . ; A new heptavalent conjugate vaccine ( PCV7-TT ) is under development in Cuba . ; This vaccine was designed with the serotypes that cause most invasive pneumococcal diseases ( IPD ) worldwide . ; In the present study , we investigated the safety and explored the immunogenicity of PCV7-TT during a controlled , randomized and double blind clinical trial phase I in 4-5-year-old children . ; PCV7-TT was well tolerated and as safe as Synflorix used as control vaccine . ; These are the first clinical results of PCV7-TT in children and they pave the way toward next clinical trials in children and infants . ; This clinical trial was published in the Cuban Public Register of Clinical Trials with code RPCEC00000173 .",True,True,False,0.38095238095238093,1.0,0.5517241379310345,True,0.0,False,48,48,126,170,9,1.0,1.0,Partial hit
cluster_kmeans,25068497,Int,"Safety and preliminary immunogenicity of Cuban pneumococcal conjugate vaccine candidate in healthy children : a randomized phase I clinical trial . ; A new heptavalent conjugate vaccine ( PCV7-TT ) is under development in Cuba . ; PCV7-TT contains 2 μg of serotypes 1 , 5 , 14 , 18C , 19F , 23F and 4 μg of 6B , each one conjugated to tetanus toxoid ( TT ) . ; In the present study , we investigated the safety and explored the immunogenicity of PCV7-TT during a controlled , randomized and double blind clinical trial phase I in 4-5-year-old children . ; PCV7-TT was well tolerated and as safe as Synflorix used as control vaccine . ; Following a single-dose vaccination , all individual serotypes included in PCV7-TT induced statistically significant increase of IgG GMC and OPA GMT . ; These are the first clinical results of PCV7-TT in children and they pave the way toward next clinical trials in children and infants .","Safety and preliminary immunogenicity of Cuban pneumococcal conjugate vaccine candidate in healthy children : a randomized phase I clinical trial . ; A new heptavalent conjugate vaccine ( PCV7-TT ) is under development in Cuba . ; This vaccine was designed with the serotypes that cause most invasive pneumococcal diseases ( IPD ) worldwide . ; In the present study , we investigated the safety and explored the immunogenicity of PCV7-TT during a controlled , randomized and double blind clinical trial phase I in 4-5-year-old children . ; PCV7-TT was well tolerated and as safe as Synflorix used as control vaccine . ; These are the first clinical results of PCV7-TT in children and they pave the way toward next clinical trials in children and infants . ; This clinical trial was published in the Cuban Public Register of Clinical Trials with code RPCEC00000173 .",True,True,False,0.7777777777777778,0.7050359712230215,0.7396226415094339,True,0.0,False,98,139,126,170,9,1.0,1.0,Partial hit
cluster_kmeans,25068497,Out,"Safety and preliminary immunogenicity of Cuban pneumococcal conjugate vaccine candidate in healthy children : a randomized phase I clinical trial . ; In the present study , we investigated the safety and explored the immunogenicity of PCV7-TT during a controlled , randomized and double blind clinical trial phase I in 4-5-year-old children . ; Following a single-dose vaccination , all individual serotypes included in PCV7-TT induced statistically significant increase of IgG GMC and OPA GMT .","PCV7-TT contains 2 μg of serotypes 1 , 5 , 14 , 18C , 19F , 23F and 4 μg of 6B , each one conjugated to tetanus toxoid ( TT ) . ; Following a single-dose vaccination , all individual serotypes included in PCV7-TT induced statistically significant increase of IgG GMC and OPA GMT .",True,True,False,0.5454545454545454,0.35294117647058826,0.42857142857142855,False,0.0,False,24,68,44,170,9,1.0,1.0,Wrong field / low overlap
cluster_kmeans,25369243,Pop,"Atomoxetine in autism spectrum disorder : no effects on social functioning ; some beneficial effects on stereotyped behaviors , inappropriate speech , and fear of change . ; UNLABELLED Abstract Objective : The objective of this study was to investigate the short-term treatment effects of atomoxetine on autism spectrum disorder ( ASD ) symptoms in children and adolescents with both ASD and attention-deficit/hyperactivity disorder ( ADHD ) . ; METHODS A total of 97 patients 6-17 years of age , with ASD and ADHD , were treated with 1.2 mg/kg/day of atomoxetine during an 8 week double-blind placebo-controlled period .",null,True,False,False,0.0,0.0,0.0,False,,False,0,88,0,182,8,,,Missing field
cluster_kmeans,25369243,Int,"Atomoxetine in autism spectrum disorder : no effects on social functioning ; some beneficial effects on stereotyped behaviors , inappropriate speech , and fear of change . ; UNLABELLED Abstract Objective : The objective of this study was to investigate the short-term treatment effects of atomoxetine on autism spectrum disorder ( ASD ) symptoms in children and adolescents with both ASD and attention-deficit/hyperactivity disorder ( ADHD ) . ; METHODS A total of 97 patients 6-17 years of age , with ASD and ADHD , were treated with 1.2 mg/kg/day of atomoxetine during an 8 week double-blind placebo-controlled period . ; RESULTS After 8 weeks of double-blind treatment , atomoxetine administration was associated with significant treatment effects on the ABC subscales Hyperactivity , Inappropriate Speech , and Stereotypic Behavior , and on the CSBQ subscale Fear for Changes . ; However , atomoxetine may ameliorate restricted and stereotyped behaviors and communication .",null,True,False,False,0.0,0.0,0.0,False,,False,0,131,0,182,8,,,Missing field
cluster_kmeans,25369243,Out,"Atomoxetine in autism spectrum disorder : no effects on social functioning ; some beneficial effects on stereotyped behaviors , inappropriate speech , and fear of change . ; RESULTS After 8 weeks of double-blind treatment , atomoxetine administration was associated with significant treatment effects on the ABC subscales Hyperactivity , Inappropriate Speech , and Stereotypic Behavior , and on the CSBQ subscale Fear for Changes . ; However , atomoxetine may ameliorate restricted and stereotyped behaviors and communication .","METHODS A total of 97 patients 6-17 years of age , with ASD and ADHD , were treated with 1.2 mg/kg/day of atomoxetine during an 8 week double-blind placebo-controlled period .",True,True,False,0.22580645161290322,0.1076923076923077,0.14583333333333334,False,0.0,False,7,65,31,182,8,1.0,1.0,Wrong field / low overlap
cluster_kmeans,25479285,Pop,"METHODS 303 patients taking blood pressure and/or lipid-lowering medications were randomly assigned to being sent text messages ( Text group , 151 ) or not being sent them ( No text group , 152 ) . ; CONCLUSIONS In patients taking blood pressure or lipid-lowering treatment for the prevention of cardiovascular disease , text messaging improved medication adherence compared with no text messaging .","The texts reminded 98/151 patients ( 65 % ) to take medication on at least one occasion and lead to 20/151 ( 13 % ) who stopped taking medication because of concern over efficacy or side-effects , resuming treatment .",True,True,False,0.29411764705882354,0.18181818181818182,0.22471910112359553,False,0.0,False,10,55,34,306,13,1.0,1.0,Wrong field / low overlap
cluster_kmeans,25479285,Int,"We conducted a randomized trial to evaluate text messaging as a means of improving adherence to cardiovascular disease preventive treatment . ; METHODS 303 patients taking blood pressure and/or lipid-lowering medications were randomly assigned to being sent text messages ( Text group , 151 ) or not being sent them ( No text group , 152 ) . ; stopped medication completely or took it on fewer than 22 of the last 28 days of follow-up ) compared to 14/150 patients ( 9 % ) in the Text group - an improvement in adherence affecting 16 per 100 patients ( 95 % CI 7 to 24 ) , p < 0.001 . ; CONCLUSIONS In patients taking blood pressure or lipid-lowering treatment for the prevention of cardiovascular disease , text messaging improved medication adherence compared with no text messaging .","The texts reminded 98/151 patients ( 65 % ) to take medication on at least one occasion and lead to 20/151 ( 13 % ) who stopped taking medication because of concern over efficacy or side-effects , resuming treatment .",True,True,False,0.4117647058823529,0.11764705882352941,0.1830065359477124,False,0.0,False,14,119,34,306,13,1.0,1.0,Wrong field / low overlap
cluster_kmeans,25479285,Out,"Randomised trial of text messaging on adherence to cardiovascular preventive treatment ( INTERACT trial ) . ; We conducted a randomized trial to evaluate text messaging as a means of improving adherence to cardiovascular disease preventive treatment . ; stopped medication completely or took it on fewer than 22 of the last 28 days of follow-up ) compared to 14/150 patients ( 9 % ) in the Text group - an improvement in adherence affecting 16 per 100 patients ( 95 % CI 7 to 24 ) , p < 0.001 . ; CONCLUSIONS In patients taking blood pressure or lipid-lowering treatment for the prevention of cardiovascular disease , text messaging improved medication adherence compared with no text messaging .","BACKGROUND About one third of patients prescribed blood pressure or lipid-lowering drugs for the prevention of coronary heart disease and stroke do not take their medication as prescribed . ; METHODS 303 patients taking blood pressure and/or lipid-lowering medications were randomly assigned to being sent text messages ( Text group , 151 ) or not being sent them ( No text group , 152 ) . ; In the No text group 38/151 ( 25 % ) took less than 80 % of the prescribed regimen ( ie . ; CONCLUSIONS In patients taking blood pressure or lipid-lowering treatment for the prevention of cardiovascular disease , text messaging improved medication adherence compared with no text messaging .",True,True,False,0.44,0.43137254901960786,0.4356435643564357,False,0.0,False,44,102,100,306,13,1.0,1.0,Wrong field / low overlap
cluster_kmeans,25784723,Pop,Regional ventricular performance and exercise training in children and young adults after repair of tetralogy of Fallot : randomized controlled pilot study . ; We performed a pilot study to assess whether an exercise training program would result in adverse changes of regional ventricular performance in patients with corrected tetralogy of Fallot . ; METHODS AND RESULTS Multicenter prospective randomized controlled pilot study in patients with tetralogy of Fallot aged 10 to 25 years .,null,True,False,False,0.0,0.0,0.0,False,,False,0,69,0,267,15,,,Missing field
cluster_kmeans,25784723,Int,"Regional ventricular performance and exercise training in children and young adults after repair of tetralogy of Fallot : randomized controlled pilot study . ; The effect of training on regional ventricular performance has hardly been studied . ; We performed a pilot study to assess whether an exercise training program would result in adverse changes of regional ventricular performance in patients with corrected tetralogy of Fallot . ; A 12-week standardized aerobic dynamic exercise training program ( 3 one-hour sessions per week ) was used . ; Patients were randomized to the exercise group ( n=28 ) or control group ( n=20 ) . ; One patient in the exercise group dropped out . ; Change in tissue-Doppler imaging parameters was similar in the exercise group and control group ( change in right ventricle free wall peak velocity E ' exercise group , 0.8±2.6 cm/s ; control group , 0.9±4.1 ; peak velocity A ' exercise group , 0.4±2.4 m/s ; control group 4.6±18.1 cm/s ) . ; CONCLUSIONS This randomized controlled pilot study provides preliminary data suggesting that regional ventricular performance is well maintained during 3-month aerobic dynamic exercise training in children and young adults with repaired tetralogy of Fallot .",null,True,False,False,0.0,0.0,0.0,False,,False,0,187,0,267,15,,,Missing field
cluster_kmeans,25784723,Out,"Pre- and post-training cardiopulmonary exercise tests , MRI , and echocardiography , including tissue-Doppler imaging , were performed . ; Change in tissue-Doppler imaging parameters was similar in the exercise group and control group ( change in right ventricle free wall peak velocity E ' exercise group , 0.8±2.6 cm/s ; control group , 0.9±4.1 ; peak velocity A ' exercise group , 0.4±2.4 m/s ; control group 4.6±18.1 cm/s ) .","BACKGROUND Public-health guidelines recommend patients with congenital heart disease to exercise . ; Studies have shown that patients with congenital heart disease can improve physical exercise capacity . ; The effect of training on regional ventricular performance has hardly been studied . ; Pre- and post-training cardiopulmonary exercise tests , MRI , and echocardiography , including tissue-Doppler imaging , were performed . ; Change in tissue-Doppler imaging parameters was similar in the exercise group and control group ( change in right ventricle free wall peak velocity E ' exercise group , 0.8±2.6 cm/s ; control group , 0.9±4.1 ; peak velocity A ' exercise group , 0.4±2.4 m/s ; control group 4.6±18.1 cm/s ) .",True,True,False,0.6542056074766355,1.0,0.7909604519774012,True,0.0,False,70,70,107,267,15,1.0,1.0,Partial hit
cluster_kmeans,25885649,Pop,"Subjective and objective levels of physical activity and their association with cardiorespiratory fitness in rheumatoid arthritis patients . ; INTRODUCTION The aims of the present study were : ( a ) to examine the agreement between subjective ( assessed via the International Physical Activity Questionnaire ; IPAQ ) and objective ( accelerometry ; GT3X ) physical activity ( PA ) levels in patients with rheumatoid arthritis ( RA ) , and ( b ) to evaluate the associations of RA patients ' subjective and objective PA to their scores on the maximal oxygen uptake test ( VO2max ) . ; RESULTS Sixty-eight RA patients ( age=55±13 years , body mass index : 27.8±5.4 kg/m2 , median of disease duration=5 ( 2-8 ) yrs ) were recruited .",null,True,False,False,0.0,0.0,0.0,False,,False,0,103,0,395,17,,,Missing field
cluster_kmeans,25885649,Int,The association between the PA measurement and VO2max test was examined via the correlations and the magnitude was presented by the Steiger 's Z value .,null,True,False,False,0.0,0.0,0.0,False,,False,0,25,0,395,17,,,Missing field
cluster_kmeans,25885649,Out,"INTRODUCTION The aims of the present study were : ( a ) to examine the agreement between subjective ( assessed via the International Physical Activity Questionnaire ; IPAQ ) and objective ( accelerometry ; GT3X ) physical activity ( PA ) levels in patients with rheumatoid arthritis ( RA ) , and ( b ) to evaluate the associations of RA patients ' subjective and objective PA to their scores on the maximal oxygen uptake test ( VO2max ) . ; METHODS The participants wore the GT3X for seven days before completing the IPAQ and VO2max test . ; The association between the PA measurement and VO2max test was examined via the correlations and the magnitude was presented by the Steiger 's Z value . ; Smaller differences between the subjective and objective measures were found when PA was assessed at the moderate level . ; Wilcoxon tests revealed that patients reported less time spent engaged in sedentary behaviours ( Z=-6.80 , P < 0.01 ) and light PA ( Z=-6.89 , P < 0.01 ) and more moderate PA ( Z=-6.26 , P < 0.01 ) than was objectively indicated . ; Significant positive correlations were revealed between VO2max with all PA levels derived from accelerometry ( light PA rho=.35 , P < .01 ; moderate PA rho=.34 , P=.01 ; moderate and vigorous PA , ( MVPA ) rho=.33 , P=.01 ) , and a negative association to sedentary time ( ST ) emerged ( rho=-.27 , P=.04 ) . ; IPAQ-reported moderate PA and MVPA positively correlated with maxV02 ( rho=.25 , P=.01 , rho=.27 , P=.01 , respectively ) . ; Differences between the magnitude of correlations between the IPAQ-VO2 max and GT3X-VO2 max were only significant for ST ( Z=3.43 , P < .01 ) .","INTRODUCTION The aims of the present study were : ( a ) to examine the agreement between subjective ( assessed via the International Physical Activity Questionnaire ; IPAQ ) and objective ( accelerometry ; GT3X ) physical activity ( PA ) levels in patients with rheumatoid arthritis ( RA ) , and ( b ) to evaluate the associations of RA patients ' subjective and objective PA to their scores on the maximal oxygen uptake test ( VO2max ) . ; The association between the PA measurement and VO2max test was examined via the correlations and the magnitude was presented by the Steiger 's Z value . ; Significant positive correlations were revealed between VO2max with all PA levels derived from accelerometry ( light PA rho=.35 , P < .01 ; moderate PA rho=.34 , P=.01 ; moderate and vigorous PA , ( MVPA ) rho=.33 , P=.01 ) , and a negative association to sedentary time ( ST ) emerged ( rho=-.27 , P=.04 ) . ; IPAQ-reported moderate PA and MVPA positively correlated with maxV02 ( rho=.25 , P=.01 , rho=.27 , P=.01 , respectively ) . ; Differences between the magnitude of correlations between the IPAQ-VO2 max and GT3X-VO2 max were only significant for ST ( Z=3.43 , P < .01 ) . ; CONCLUSIONS Via responses to the IPAQ , RA patients reported that they were less sedentary and engaged in more higher intensity PA than what was objectively assessed . ; Accelerometry data correlated with VO2max at all PA levels . ; Only subjective moderate and MPVA correlated with VO2max .",True,True,False,0.9078341013824884,0.788,0.8436830835117773,True,0.0,False,197,250,217,395,17,1.0,1.0,Partial hit
cluster_kmeans,25886492,Pop,"METHODS A parallel , randomised controlled , trial invited 25,511 people aged 50-74 years to complete an eligibility questionnaire .",null,True,False,False,0.0,0.0,0.0,False,,False,0,18,0,396,22,,,Missing field
cluster_kmeans,25886492,Int,"A randomised controlled trial of personalised decision support delivered via the internet for bowel cancer screening with a faecal occult blood test : the effects of tailoring of messages according to social cognitive variables on participation . ; The study compared tailored computerised decision support to non-tailored computer or paper information . ; Eligible respondents ( n = 3,408 ) were assigned to Tailored Personalised Decision Support ( TPDS ) , Non-Tailored PDS ( NTPDS ) , or Control ( CG ) ( intention-to-treat , ITT sample ) . ; TPDS and NTPDS groups completed an on-line baseline survey ( BS ) and accessed generic information . ; The TPDS group additionally received a tailored intervention .",null,True,False,False,0.0,0.0,0.0,False,,False,0,93,0,396,22,,,Missing field
cluster_kmeans,25886492,Out,The primary outcome was FOBT return within 12 weeks .,"RESULTS FOBT return : In the ITT sample , there was no significant difference between any group ( χ ( 2 ) ( 2 ) = 2.57 , p = .26 ; TPDS , 32.5 % ; NTPDS , 33 % ; and CG , 34.5 % ) . ; FOBT return by TPDS and NTPDS did not differ from one another ( OR = 1.16 , p = .42 ) .",True,True,False,0.0851063829787234,0.4444444444444444,0.14285714285714285,False,0.0,False,4,9,47,396,22,1.0,1.0,Wrong field / low overlap
cluster_kmeans,25898782,Pop,Sedation during endoscopic retrograde cholangiopancreatography : a randomized controlled study of patient-controlled propofol sedation and that given by a nurse anesthetist . ; MATERIAL AND METHODS The study included 281 adults in 301 procedures .,"Sedation during endoscopic retrograde cholangiopancreatography : a randomized controlled study of patient-controlled propofol sedation and that given by a nurse anesthetist . ; OBJECTIVE Different regimens are used for sedation during endoscopic retrograde cholangiopancreatography ( ERCP ) . ; Our objectives were to compare safety , ease of treatment , recovery , and patients ' experiences using patient-controlled sedation ( PCS ) with propofol , nurse anesthetist-controlled sedation ( ACS ) , or the department 's standard of care , midazolam given by the procedure team ( control group ) . ; The PCS group ( n = 101 ) delivered bolus doses of 5 mg of propofol according to their need for sedation . ; The control group was given 2-3 mg of midazolam for induction and additional 1 mg if required . ; RESULTS PCS and ACS increased the ease of the procedure and reduced the number of sedation failures compared to midazolam sedation ( ACS n = 0 ; PCS n = 4 ; midazolam n = 20 ) . ; PCS resulted in the least fatigue and pain after the procedure . ; CONCLUSION PCS with propofol is superior to midazolam and comparable to ACS .",True,True,False,0.14465408805031446,0.7419354838709677,0.24210526315789474,False,0.0,False,23,31,159,265,14,1.0,1.0,Wrong field / low overlap
